state,date,strat,type,bottom,top,lower,upper,central_lower,central_upper,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Connecticut,2020-09-14,,estimate,,,,,,,0.021,0.02,0.01,0.003,0.015,0.019,0.023,0.027,0.035
Connecticut,2020-09-08,,estimate,,,,,,,0.021,0.02,0.011,0.003,0.014,0.018,0.023,0.027,0.037
Arkansas,2020-10-24,,estimate,,,,,,,0.021,0.021,0.005,0.014,0.018,0.02,0.022,0.024,0.029
Connecticut,2020-09-15,,estimate,,,,,,,0.021,0.021,0.01,0.003,0.015,0.019,0.024,0.027,0.035
Connecticut,2020-09-06,,estimate,,,,,,,0.021,0.021,0.011,0.002,0.014,0.019,0.024,0.028,0.039
Connecticut,2020-09-07,,estimate,,,,,,,0.021,0.021,0.011,0.003,0.014,0.019,0.023,0.028,0.038
Delaware,2020-10-19,,estimate,,,,,,,0.021,0.021,0.011,0.004,0.016,0.019,0.024,0.028,0.039
Arizona,2020-10-02,,estimate,,,,,,,0.021,0.022,0.009,0.009,0.016,0.019,0.023,0.026,0.038
Georgia,2020-11-03,,estimate,,,,,,,0.021,0.022,0.016,0,0.011,0.017,0.024,0.032,0.052
Georgia,2020-11-04,,estimate,,,,,,,0.021,0.023,0.017,-0.001,0.01,0.017,0.025,0.033,0.054
Georgia,2020-11-05,,estimate,,,,,,,0.021,0.023,0.019,-0.002,0.01,0.017,0.026,0.034,0.057
Georgia,2020-11-06,,estimate,,,,,,,0.021,0.024,0.02,-0.004,0.01,0.017,0.026,0.036,0.059
Georgia,2020-11-07,,estimate based on partial data,,,,,,,0.021,0.024,0.021,-0.005,0.009,0.017,0.027,0.037,0.063
Georgia,2020-11-08,,estimate based on partial data,,,,,,,0.021,0.024,0.023,-0.008,0.008,0.016,0.027,0.038,0.067
Georgia,2020-11-09,,estimate based on partial data,,,,,,,0.021,0.025,0.025,-0.011,0.008,0.016,0.027,0.039,0.071
Delaware,2020-08-29,,estimate,,,,,,,0.021,0.025,0.025,-0.009,0.008,0.016,0.027,0.039,0.074
Georgia,2020-11-10,,estimate based on partial data,,,,,,,0.021,0.025,0.027,-0.013,0.007,0.016,0.027,0.039,0.075
Georgia,2020-11-11,,estimate based on partial data,,,,,,,0.021,0.025,0.029,-0.016,0.007,0.015,0.028,0.04,0.079
Georgia,2020-11-12,,estimate based on partial data,,,,,,,0.021,0.025,0.032,-0.019,0.006,0.015,0.028,0.042,0.083
Georgia,2020-11-13,,estimate based on partial data,,,,,,,0.021,0.026,0.034,-0.021,0.006,0.015,0.028,0.043,0.089
Georgia,2020-11-14,,estimate based on partial data,,,,,,,0.021,0.026,0.036,-0.024,0.005,0.015,0.028,0.043,0.094
Georgia,2020-11-15,,estimate based on partial data,,,,,,,0.021,0.026,0.039,-0.027,0.005,0.014,0.029,0.044,0.098
Georgia,2020-11-16,,estimate based on partial data,,,,,,,0.021,0.026,0.041,-0.031,0.004,0.014,0.029,0.044,0.102
Georgia,2020-11-17,,estimate based on partial data,,,,,,,0.021,0.027,0.044,-0.034,0.004,0.014,0.029,0.045,0.106
Georgia,2020-11-18,,forecast,,,,,,,0.021,0.027,0.044,-0.034,0.004,0.014,0.029,0.045,0.106
Georgia,2020-11-19,,forecast,,,,,,,0.021,0.027,0.044,-0.034,0.004,0.014,0.029,0.045,0.106
Georgia,2020-11-20,,forecast,,,,,,,0.021,0.027,0.044,-0.034,0.004,0.014,0.029,0.045,0.106
Georgia,2020-11-21,,forecast,,,,,,,0.021,0.027,0.044,-0.034,0.004,0.014,0.029,0.045,0.106
Georgia,2020-11-22,,forecast,,,,,,,0.021,0.027,0.044,-0.034,0.004,0.014,0.029,0.045,0.106
Georgia,2020-11-23,,forecast,,,,,,,0.021,0.027,0.044,-0.034,0.004,0.014,0.029,0.045,0.106
Georgia,2020-11-24,,forecast,,,,,,,0.021,0.027,0.044,-0.034,0.004,0.014,0.029,0.045,0.106
Georgia,2020-11-25,,forecast,,,,,,,0.021,0.027,0.044,-0.034,0.004,0.014,0.029,0.045,0.106
Georgia,2020-11-26,,forecast,,,,,,,0.021,0.027,0.044,-0.034,0.004,0.014,0.029,0.045,0.106
Georgia,2020-11-27,,forecast,,,,,,,0.021,0.027,0.044,-0.034,0.004,0.014,0.029,0.045,0.106
Georgia,2020-11-28,,forecast,,,,,,,0.021,0.027,0.044,-0.034,0.004,0.014,0.029,0.045,0.106
Georgia,2020-11-29,,forecast,,,,,,,0.021,0.027,0.044,-0.034,0.004,0.014,0.029,0.045,0.106
Georgia,2020-11-30,,forecast,,,,,,,0.021,0.027,0.044,-0.034,0.004,0.014,0.029,0.045,0.106
Georgia,2020-12-01,,forecast,,,,,,,0.021,0.027,0.044,-0.034,0.004,0.014,0.029,0.045,0.106
Connecticut,2020-09-16,,estimate,,,,,,,0.022,0.021,0.01,0.004,0.015,0.019,0.024,0.027,0.036
Connecticut,2020-09-17,,estimate,,,,,,,0.022,0.021,0.01,0.004,0.016,0.02,0.025,0.028,0.036
Connecticut,2020-09-05,,estimate,,,,,,,0.022,0.021,0.012,0.002,0.014,0.019,0.024,0.029,0.04
Arkansas,2020-10-25,,estimate,,,,,,,0.022,0.022,0.005,0.015,0.019,0.021,0.023,0.025,0.03
Connecticut,2020-09-04,,estimate,,,,,,,0.022,0.022,0.012,0.002,0.014,0.019,0.025,0.03,0.041
Connecticut,2020-09-03,,estimate,,,,,,,0.022,0.022,0.013,0.001,0.014,0.019,0.025,0.03,0.043
Arizona,2020-10-03,,estimate,,,,,,,0.022,0.023,0.009,0.01,0.018,0.021,0.024,0.028,0.041
Delaware,2020-08-28,,estimate,,,,,,,0.022,0.027,0.028,-0.01,0.009,0.016,0.028,0.042,0.079
Connecticut,2020-09-18,,estimate,,,,,,,0.023,0.022,0.01,0.005,0.016,0.02,0.025,0.028,0.036
Arkansas,2020-10-26,,estimate,,,,,,,0.023,0.023,0.005,0.016,0.02,0.021,0.024,0.026,0.031
Connecticut,2020-09-19,,estimate,,,,,,,0.023,0.023,0.01,0.006,0.017,0.021,0.026,0.029,0.037
Delaware,2020-10-20,,estimate,,,,,,,0.023,0.023,0.011,0.006,0.017,0.021,0.025,0.029,0.041
Connecticut,2020-09-02,,estimate,,,,,,,0.023,0.023,0.014,0,0.014,0.02,0.026,0.031,0.045
Connecticut,2020-09-01,,estimate,,,,,,,0.023,0.023,0.015,-0.001,0.014,0.02,0.026,0.032,0.048
Connecticut,2020-08-31,,estimate,,,,,,,0.023,0.024,0.016,-0.002,0.013,0.02,0.027,0.033,0.051
Delaware,2020-08-27,,estimate,,,,,,,0.023,0.028,0.03,-0.01,0.008,0.017,0.03,0.044,0.086
Delaware,2020-08-26,,estimate,,,,,,,0.023,0.03,0.033,-0.012,0.008,0.017,0.031,0.046,0.094
Connecticut,2020-09-20,,estimate,,,,,,,0.024,0.023,0.01,0.006,0.018,0.022,0.026,0.03,0.037
Arkansas,2020-10-27,,estimate,,,,,,,0.024,0.024,0.005,0.016,0.02,0.022,0.025,0.027,0.032
Connecticut,2020-08-30,,estimate,,,,,,,0.024,0.024,0.017,-0.003,0.013,0.02,0.027,0.035,0.054
Connecticut,2020-08-29,,estimate,,,,,,,0.024,0.024,0.019,-0.005,0.013,0.02,0.028,0.035,0.057
Arizona,2020-10-04,,estimate,,,,,,,0.024,0.025,0.009,0.012,0.019,0.022,0.026,0.029,0.043
Connecticut,2020-08-28,,estimate,,,,,,,0.024,0.025,0.02,-0.007,0.012,0.02,0.028,0.036,0.06
Delaware,2020-08-25,,estimate,,,,,,,0.024,0.031,0.035,-0.013,0.008,0.017,0.032,0.048,0.1
Connecticut,2020-09-21,,estimate,,,,,,,0.025,0.024,0.009,0.007,0.019,0.023,0.027,0.03,0.038
Arkansas,2020-10-28,,estimate,,,,,,,0.025,0.025,0.005,0.017,0.021,0.023,0.026,0.028,0.034
Delaware,2020-10-21,,estimate,,,,,,,0.025,0.025,0.011,0.008,0.019,0.022,0.027,0.031,0.043
Connecticut,2020-08-27,,estimate,,,,,,,0.025,0.025,0.022,-0.008,0.012,0.02,0.029,0.037,0.062
Arkansas,2020-10-29,,estimate,,,,,,,0.025,0.026,0.005,0.018,0.022,0.024,0.027,0.029,0.035
Arizona,2020-10-05,,estimate,,,,,,,0.025,0.026,0.009,0.013,0.021,0.023,0.027,0.031,0.045
Connecticut,2020-08-26,,estimate,,,,,,,0.025,0.026,0.023,-0.01,0.012,0.02,0.029,0.038,0.066
Connecticut,2020-08-25,,estimate,,,,,,,0.025,0.026,0.024,-0.012,0.011,0.02,0.03,0.039,0.069
Connecticut,2020-09-22,,estimate,,,,,,,0.026,0.025,0.009,0.009,0.02,0.023,0.028,0.031,0.039
Connecticut,2020-09-23,,estimate,,,,,,,0.026,0.026,0.009,0.01,0.021,0.024,0.029,0.032,0.039
Arkansas,2020-10-30,,estimate,,,,,,,0.026,0.027,0.006,0.018,0.023,0.025,0.028,0.03,0.036
Delaware,2020-10-22,,estimate,,,,,,,0.026,0.027,0.011,0.01,0.02,0.024,0.029,0.033,0.045
Arizona,2020-10-06,,estimate,,,,,,,0.026,0.028,0.009,0.015,0.022,0.025,0.028,0.032,0.047
Arkansas,2020-10-31,,estimate,,,,,,,0.027,0.027,0.006,0.018,0.023,0.026,0.029,0.031,0.037
Connecticut,2020-09-24,,estimate,,,,,,,0.027,0.027,0.009,0.011,0.022,0.025,0.029,0.033,0.04
Arkansas,2020-11-01,,estimate,,,,,,,0.028,0.028,0.006,0.018,0.024,0.026,0.03,0.032,0.039
Connecticut,2020-09-25,,estimate,,,,,,,0.028,0.028,0.009,0.012,0.023,0.026,0.03,0.033,0.041
Arizona,2020-10-07,,estimate,,,,,,,0.028,0.029,0.009,0.016,0.023,0.026,0.03,0.034,0.048
Delaware,2020-10-23,,estimate,,,,,,,0.028,0.029,0.011,0.011,0.022,0.026,0.031,0.035,0.048
Arkansas,2020-11-02,,estimate,,,,,,,0.029,0.029,0.007,0.019,0.024,0.027,0.03,0.033,0.04
Connecticut,2020-09-26,,estimate,,,,,,,0.029,0.029,0.009,0.013,0.024,0.027,0.031,0.034,0.042
Arizona,2020-10-08,,estimate,,,,,,,0.029,0.03,0.009,0.017,0.024,0.027,0.031,0.035,0.048
Arkansas,2020-11-03,,estimate,,,,,,,0.03,0.03,0.007,0.019,0.025,0.028,0.031,0.034,0.042
Arkansas,2020-11-04,,estimate,,,,,,,0.03,0.03,0.008,0.019,0.025,0.028,0.032,0.035,0.044
Connecticut,2020-09-27,,estimate,,,,,,,0.03,0.03,0.009,0.014,0.025,0.028,0.032,0.035,0.043
Arizona,2020-10-09,,estimate,,,,,,,0.03,0.031,0.009,0.019,0.025,0.028,0.032,0.036,0.048
Delaware,2020-10-24,,estimate,,,,,,,0.03,0.031,0.012,0.013,0.023,0.027,0.033,0.037,0.05
Arkansas,2020-11-05,,estimate,,,,,,,0.031,0.031,0.008,0.018,0.025,0.029,0.033,0.036,0.045
Connecticut,2020-09-28,,estimate,,,,,,,0.031,0.031,0.009,0.016,0.026,0.029,0.033,0.036,0.044
Arkansas,2020-11-06,,estimate,,,,,,,0.031,0.032,0.009,0.018,0.025,0.029,0.033,0.037,0.047
Arizona,2020-10-10,,estimate,,,,,,,0.031,0.032,0.009,0.02,0.026,0.029,0.033,0.037,0.048
Connecticut,2020-09-29,,estimate,,,,,,,0.032,0.032,0.009,0.017,0.027,0.03,0.034,0.037,0.046
Arkansas,2020-11-07,,estimate based on partial data,,,,,,,0.032,0.032,0.01,0.018,0.025,0.029,0.034,0.038,0.048
Delaware,2020-10-25,,estimate,,,,,,,0.032,0.032,0.012,0.015,0.025,0.029,0.034,0.039,0.053
Arizona,2020-10-11,,estimate,,,,,,,0.032,0.033,0.009,0.021,0.027,0.03,0.034,0.038,0.048
Arkansas,2020-11-08,,estimate based on partial data,,,,,,,0.032,0.033,0.01,0.017,0.025,0.029,0.035,0.039,0.051
Arkansas,2020-11-09,,estimate based on partial data,,,,,,,0.032,0.033,0.011,0.016,0.025,0.03,0.035,0.04,0.053
Connecticut,2020-09-30,,estimate,,,,,,,0.033,0.033,0.009,0.018,0.028,0.032,0.035,0.038,0.047
Arkansas,2020-11-10,,estimate based on partial data,,,,,,,0.033,0.033,0.012,0.016,0.025,0.03,0.036,0.041,0.055
Arizona,2020-10-12,,estimate,,,,,,,0.033,0.034,0.008,0.022,0.028,0.031,0.035,0.039,0.048
Delaware,2020-10-26,,estimate,,,,,,,0.033,0.034,0.012,0.017,0.026,0.031,0.036,0.041,0.055
Arkansas,2020-11-11,,estimate based on partial data,,,,,,,0.033,0.034,0.013,0.015,0.025,0.03,0.036,0.041,0.057
Arkansas,2020-11-12,,estimate based on partial data,,,,,,,0.033,0.034,0.014,0.014,0.025,0.03,0.036,0.042,0.059
Arkansas,2020-11-13,,estimate based on partial data,,,,,,,0.033,0.034,0.015,0.013,0.024,0.03,0.037,0.043,0.061
Arkansas,2020-11-14,,estimate based on partial data,,,,,,,0.033,0.035,0.016,0.012,0.024,0.03,0.037,0.044,0.063
Arkansas,2020-11-15,,estimate based on partial data,,,,,,,0.033,0.035,0.017,0.011,0.024,0.03,0.037,0.044,0.065
Arkansas,2020-11-16,,estimate based on partial data,,,,,,,0.033,0.035,0.018,0.01,0.024,0.03,0.037,0.045,0.067
Connecticut,2020-10-01,,estimate,,,,,,,0.034,0.034,0.009,0.02,0.029,0.032,0.036,0.039,0.048
Arizona,2020-10-13,,estimate,,,,,,,0.034,0.035,0.008,0.022,0.029,0.032,0.036,0.039,0.049
Arkansas,2020-11-17,,estimate based on partial data,,,,,,,0.034,0.035,0.019,0.009,0.023,0.03,0.038,0.046,0.069
Arkansas,2020-11-18,,forecast,,,,,,,0.034,0.035,0.019,0.009,0.023,0.03,0.038,0.046,0.069
Arkansas,2020-11-19,,forecast,,,,,,,0.034,0.035,0.019,0.009,0.023,0.03,0.038,0.046,0.069
Arkansas,2020-11-20,,forecast,,,,,,,0.034,0.035,0.019,0.009,0.023,0.03,0.038,0.046,0.069
Arkansas,2020-11-21,,forecast,,,,,,,0.034,0.035,0.019,0.009,0.023,0.03,0.038,0.046,0.069
Arkansas,2020-11-22,,forecast,,,,,,,0.034,0.035,0.019,0.009,0.023,0.03,0.038,0.046,0.069
Arkansas,2020-11-23,,forecast,,,,,,,0.034,0.035,0.019,0.009,0.023,0.03,0.038,0.046,0.069
Arkansas,2020-11-24,,forecast,,,,,,,0.034,0.035,0.019,0.009,0.023,0.03,0.038,0.046,0.069
Arkansas,2020-11-25,,forecast,,,,,,,0.034,0.035,0.019,0.009,0.023,0.03,0.038,0.046,0.069
Arkansas,2020-11-26,,forecast,,,,,,,0.034,0.035,0.019,0.009,0.023,0.03,0.038,0.046,0.069
Arkansas,2020-11-27,,forecast,,,,,,,0.034,0.035,0.019,0.009,0.023,0.03,0.038,0.046,0.069
Arkansas,2020-11-28,,forecast,,,,,,,0.034,0.035,0.019,0.009,0.023,0.03,0.038,0.046,0.069
Arkansas,2020-11-29,,forecast,,,,,,,0.034,0.035,0.019,0.009,0.023,0.03,0.038,0.046,0.069
Arkansas,2020-11-30,,forecast,,,,,,,0.034,0.035,0.019,0.009,0.023,0.03,0.038,0.046,0.069
Arkansas,2020-12-01,,forecast,,,,,,,0.034,0.035,0.019,0.009,0.023,0.03,0.038,0.046,0.069
Arizona,2020-10-14,,estimate,,,,,,,0.035,0.035,0.008,0.023,0.03,0.033,0.037,0.04,0.049
Connecticut,2020-10-02,,estimate,,,,,,,0.035,0.035,0.009,0.021,0.03,0.033,0.037,0.04,0.05
Arizona,2020-10-15,,estimate,,,,,,,0.035,0.036,0.008,0.024,0.031,0.034,0.037,0.04,0.05
Delaware,2020-10-27,,estimate,,,,,,,0.035,0.036,0.012,0.018,0.028,0.032,0.038,0.043,0.058
Arizona,2020-10-16,,estimate,,,,,,,0.036,0.036,0.008,0.024,0.031,0.034,0.038,0.041,0.05
Arizona,2020-10-17,,estimate,,,,,,,0.036,0.037,0.008,0.024,0.031,0.035,0.038,0.041,0.051
Connecticut,2020-10-03,,estimate,,,,,,,0.036,0.037,0.009,0.023,0.032,0.035,0.038,0.042,0.051
Arizona,2020-10-18,,estimate,,,,,,,0.037,0.037,0.009,0.024,0.032,0.035,0.039,0.042,0.051
Connecticut,2020-10-04,,estimate,,,,,,,0.037,0.038,0.009,0.024,0.033,0.036,0.039,0.043,0.052
Delaware,2020-10-28,,estimate,,,,,,,0.037,0.038,0.013,0.019,0.029,0.034,0.04,0.045,0.06
Arizona,2020-10-19,,estimate,,,,,,,0.038,0.038,0.009,0.023,0.032,0.036,0.04,0.043,0.052
Arizona,2020-10-20,,estimate,,,,,,,0.038,0.038,0.009,0.023,0.033,0.036,0.04,0.044,0.052
Connecticut,2020-10-05,,estimate,,,,,,,0.038,0.039,0.009,0.025,0.034,0.037,0.04,0.044,0.054
Delaware,2020-10-29,,estimate,,,,,,,0.038,0.039,0.013,0.02,0.031,0.036,0.042,0.047,0.063
Arizona,2020-10-21,,estimate,,,,,,,0.039,0.038,0.009,0.023,0.033,0.037,0.041,0.044,0.053
Arizona,2020-10-22,,estimate,,,,,,,0.039,0.039,0.009,0.023,0.034,0.037,0.041,0.045,0.053
Connecticut,2020-10-06,,estimate,,,,,,,0.039,0.04,0.009,0.027,0.035,0.038,0.041,0.045,0.055
Arizona,2020-10-23,,estimate,,,,,,,0.04,0.04,0.009,0.023,0.034,0.038,0.042,0.045,0.054
Arizona,2020-10-24,,estimate,,,,,,,0.04,0.04,0.009,0.024,0.035,0.038,0.043,0.046,0.054
Connecticut,2020-10-07,,estimate,,,,,,,0.04,0.041,0.009,0.028,0.036,0.039,0.042,0.046,0.056
Delaware,2020-10-30,,estimate,,,,,,,0.04,0.041,0.014,0.02,0.032,0.037,0.044,0.049,0.065
Arizona,2020-10-25,,estimate,,,,,,,0.041,0.041,0.009,0.025,0.035,0.039,0.043,0.047,0.055
Connecticut,2020-10-08,,estimate,,,,,,,0.041,0.042,0.009,0.029,0.037,0.04,0.043,0.047,0.058
Arizona,2020-10-26,,estimate,,,,,,,0.042,0.041,0.009,0.026,0.036,0.039,0.044,0.047,0.056
Arizona,2020-10-27,,estimate,,,,,,,0.042,0.042,0.009,0.027,0.037,0.04,0.044,0.048,0.057
Connecticut,2020-10-09,,estimate,,,,,,,0.042,0.043,0.009,0.03,0.038,0.041,0.044,0.048,0.059
Delaware,2020-10-31,,estimate,,,,,,,0.042,0.043,0.014,0.021,0.033,0.038,0.046,0.051,0.068
Arizona,2020-10-28,,estimate,,,,,,,0.043,0.043,0.009,0.028,0.037,0.041,0.045,0.048,0.058
Arizona,2020-10-29,,estimate,,,,,,,0.043,0.043,0.009,0.029,0.038,0.041,0.046,0.049,0.059
Connecticut,2020-10-10,,estimate,,,,,,,0.043,0.044,0.009,0.031,0.039,0.041,0.045,0.049,0.06
Delaware,2020-11-01,,estimate,,,,,,,0.043,0.044,0.015,0.021,0.034,0.04,0.047,0.054,0.07
Arizona,2020-10-30,,estimate,,,,,,,0.044,0.044,0.01,0.029,0.038,0.042,0.046,0.05,0.06
Connecticut,2020-10-11,,estimate,,,,,,,0.044,0.045,0.009,0.032,0.039,0.042,0.046,0.05,0.061
Arizona,2020-10-31,,estimate,,,,,,,0.045,0.045,0.01,0.029,0.039,0.042,0.047,0.051,0.062
Delaware,2020-11-02,,estimate,,,,,,,0.045,0.045,0.016,0.021,0.035,0.041,0.049,0.056,0.073
Connecticut,2020-10-12,,estimate,,,,,,,0.045,0.046,0.009,0.033,0.04,0.043,0.047,0.051,0.062
Arizona,2020-11-02,,estimate,,,,,,,0.046,0.046,0.011,0.028,0.039,0.044,0.049,0.053,0.065
Arizona,2020-11-01,,estimate,,,,,,,0.046,0.046,0.011,0.029,0.039,0.043,0.048,0.052,0.063
Connecticut,2020-10-13,,estimate,,,,,,,0.046,0.047,0.009,0.034,0.041,0.044,0.048,0.052,0.064
Delaware,2020-11-03,,estimate,,,,,,,0.046,0.047,0.017,0.021,0.035,0.042,0.05,0.058,0.076
Arizona,2020-11-03,,estimate,,,,,,,0.047,0.047,0.012,0.028,0.039,0.044,0.05,0.055,0.068
Connecticut,2020-10-14,,estimate,,,,,,,0.047,0.048,0.009,0.035,0.042,0.045,0.049,0.053,0.065
Arizona,2020-11-04,,estimate,,,,,,,0.047,0.048,0.013,0.028,0.039,0.044,0.05,0.056,0.07
Delaware,2020-11-04,,estimate,,,,,,,0.047,0.048,0.018,0.02,0.035,0.042,0.051,0.06,0.079
Connecticut,2020-10-15,,estimate,,,,,,,0.048,0.049,0.009,0.036,0.043,0.046,0.05,0.054,0.066
Arizona,2020-11-05,,estimate,,,,,,,0.048,0.049,0.014,0.027,0.039,0.044,0.051,0.057,0.073
Arizona,2020-11-06,,estimate,,,,,,,0.048,0.049,0.015,0.026,0.039,0.045,0.052,0.059,0.076
Delaware,2020-11-05,,estimate,,,,,,,0.048,0.049,0.02,0.02,0.035,0.043,0.053,0.062,0.083
Delaware,2020-11-06,,estimate,,,,,,,0.048,0.05,0.021,0.019,0.035,0.043,0.054,0.063,0.087
Arizona,2020-11-16,,estimate based on partial data,,,,,,,0.048,0.05,0.03,0.006,0.032,0.042,0.055,0.066,0.1
Arizona,2020-11-17,,estimate based on partial data,,,,,,,0.048,0.05,0.033,-0.001,0.031,0.042,0.055,0.067,0.104
Arizona,2020-11-18,,forecast,,,,,,,0.048,0.05,0.033,-0.001,0.031,0.042,0.055,0.067,0.104
Arizona,2020-11-19,,forecast,,,,,,,0.048,0.05,0.033,-0.001,0.031,0.042,0.055,0.067,0.104
Arizona,2020-11-20,,forecast,,,,,,,0.048,0.05,0.033,-0.001,0.031,0.042,0.055,0.067,0.104
Arizona,2020-11-21,,forecast,,,,,,,0.048,0.05,0.033,-0.001,0.031,0.042,0.055,0.067,0.104
Arizona,2020-11-22,,forecast,,,,,,,0.048,0.05,0.033,-0.001,0.031,0.042,0.055,0.067,0.104
Arizona,2020-11-23,,forecast,,,,,,,0.048,0.05,0.033,-0.001,0.031,0.042,0.055,0.067,0.104
Arizona,2020-11-24,,forecast,,,,,,,0.048,0.05,0.033,-0.001,0.031,0.042,0.055,0.067,0.104
Arizona,2020-11-25,,forecast,,,,,,,0.048,0.05,0.033,-0.001,0.031,0.042,0.055,0.067,0.104
Arizona,2020-11-26,,forecast,,,,,,,0.048,0.05,0.033,-0.001,0.031,0.042,0.055,0.067,0.104
Arizona,2020-11-27,,forecast,,,,,,,0.048,0.05,0.033,-0.001,0.031,0.042,0.055,0.067,0.104
Arizona,2020-11-28,,forecast,,,,,,,0.048,0.05,0.033,-0.001,0.031,0.042,0.055,0.067,0.104
Arizona,2020-11-29,,forecast,,,,,,,0.048,0.05,0.033,-0.001,0.031,0.042,0.055,0.067,0.104
Arizona,2020-11-30,,forecast,,,,,,,0.048,0.05,0.033,-0.001,0.031,0.042,0.055,0.067,0.104
Arizona,2020-12-01,,forecast,,,,,,,0.048,0.05,0.033,-0.001,0.031,0.042,0.055,0.067,0.104
Connecticut,2020-10-16,,estimate,,,,,,,0.049,0.05,0.009,0.036,0.043,0.047,0.051,0.055,0.067
Connecticut,2020-10-17,,estimate,,,,,,,0.049,0.05,0.01,0.037,0.044,0.047,0.052,0.056,0.067
Arizona,2020-11-07,,estimate based on partial data,,,,,,,0.049,0.05,0.016,0.025,0.039,0.045,0.053,0.06,0.078
Arizona,2020-11-08,,estimate based on partial data,,,,,,,0.049,0.05,0.017,0.024,0.039,0.045,0.054,0.061,0.08
Delaware,2020-11-07,,estimate based on partial data,,,,,,,0.049,0.051,0.023,0.017,0.035,0.043,0.055,0.065,0.091
Arizona,2020-11-14,,estimate based on partial data,,,,,,,0.049,0.051,0.026,0.011,0.035,0.043,0.054,0.065,0.095
Arizona,2020-11-15,,estimate based on partial data,,,,,,,0.049,0.051,0.028,0.009,0.034,0.043,0.054,0.065,0.098
Connecticut,2020-10-18,,estimate,,,,,,,0.05,0.051,0.01,0.037,0.045,0.048,0.052,0.057,0.068
Arizona,2020-11-09,,estimate based on partial data,,,,,,,0.05,0.051,0.019,0.022,0.038,0.045,0.055,0.062,0.082
Arizona,2020-11-10,,estimate based on partial data,,,,,,,0.05,0.051,0.02,0.02,0.038,0.045,0.055,0.063,0.084
Arizona,2020-11-11,,estimate based on partial data,,,,,,,0.05,0.051,0.021,0.018,0.038,0.045,0.055,0.063,0.086
Arizona,2020-11-12,,estimate based on partial data,,,,,,,0.05,0.051,0.022,0.016,0.037,0.045,0.055,0.063,0.089
Arizona,2020-11-13,,estimate based on partial data,,,,,,,0.05,0.051,0.024,0.014,0.037,0.045,0.055,0.064,0.092
Delaware,2020-11-08,,estimate based on partial data,,,,,,,0.05,0.052,0.025,0.017,0.035,0.044,0.056,0.067,0.096
Delaware,2020-11-09,,estimate based on partial data,,,,,,,0.05,0.053,0.027,0.016,0.035,0.044,0.057,0.068,0.101
Delaware,2020-11-10,,estimate based on partial data,,,,,,,0.05,0.054,0.029,0.014,0.034,0.044,0.057,0.07,0.106
Connecticut,2020-10-19,,estimate,,,,,,,0.051,0.052,0.01,0.038,0.045,0.049,0.053,0.057,0.068
Connecticut,2020-10-20,,estimate,,,,,,,0.051,0.052,0.01,0.038,0.046,0.049,0.054,0.058,0.069
Delaware,2020-11-11,,estimate based on partial data,,,,,,,0.051,0.054,0.031,0.013,0.034,0.044,0.058,0.071,0.11
Delaware,2020-11-12,,estimate based on partial data,,,,,,,0.051,0.055,0.033,0.011,0.033,0.044,0.058,0.073,0.115
Delaware,2020-11-13,,estimate based on partial data,,,,,,,0.051,0.056,0.036,0.008,0.033,0.044,0.059,0.074,0.12
Delaware,2020-11-14,,estimate based on partial data,,,,,,,0.051,0.056,0.038,0.006,0.032,0.043,0.059,0.076,0.125
Connecticut,2020-10-21,,estimate,,,,,,,0.052,0.053,0.01,0.038,0.046,0.05,0.054,0.058,0.069
Connecticut,2020-10-22,,estimate,,,,,,,0.052,0.053,0.01,0.038,0.046,0.05,0.055,0.059,0.07
Delaware,2020-11-15,,estimate based on partial data,,,,,,,0.052,0.057,0.041,0.003,0.031,0.043,0.06,0.077,0.13
Delaware,2020-11-16,,estimate based on partial data,,,,,,,0.052,0.058,0.043,0.001,0.03,0.043,0.06,0.079,0.134
Delaware,2020-11-17,,estimate based on partial data,,,,,,,0.052,0.058,0.046,-0.001,0.029,0.043,0.061,0.08,0.139
Delaware,2020-11-18,,forecast,,,,,,,0.052,0.058,0.046,-0.001,0.029,0.043,0.061,0.08,0.139
Delaware,2020-11-19,,forecast,,,,,,,0.052,0.058,0.046,-0.001,0.029,0.043,0.061,0.08,0.139
Delaware,2020-11-20,,forecast,,,,,,,0.052,0.058,0.046,-0.001,0.029,0.043,0.061,0.08,0.139
Delaware,2020-11-21,,forecast,,,,,,,0.052,0.058,0.046,-0.001,0.029,0.043,0.061,0.08,0.139
Delaware,2020-11-22,,forecast,,,,,,,0.052,0.058,0.046,-0.001,0.029,0.043,0.061,0.08,0.139
Delaware,2020-11-23,,forecast,,,,,,,0.052,0.058,0.046,-0.001,0.029,0.043,0.061,0.08,0.139
Delaware,2020-11-24,,forecast,,,,,,,0.052,0.058,0.046,-0.001,0.029,0.043,0.061,0.08,0.139
Delaware,2020-11-25,,forecast,,,,,,,0.052,0.058,0.046,-0.001,0.029,0.043,0.061,0.08,0.139
Delaware,2020-11-26,,forecast,,,,,,,0.052,0.058,0.046,-0.001,0.029,0.043,0.061,0.08,0.139
Delaware,2020-11-27,,forecast,,,,,,,0.052,0.058,0.046,-0.001,0.029,0.043,0.061,0.08,0.139
Delaware,2020-11-28,,forecast,,,,,,,0.052,0.058,0.046,-0.001,0.029,0.043,0.061,0.08,0.139
